Cohort,PrawnID,GAV,Age,Class,FamID,IntFamID,CohortFamID
201701,G1T1701_150_003_H1_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_003_G9_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_003_G8_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_003_F7_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_003_F6_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_003_E5_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_003_E10_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_003_D3_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_003_D12_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_003_D11_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_003_C12_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_003_B9_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_003_A7_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_002_F7_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_002_D8_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_002_C12_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_002_C10_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_002_B12_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_002_A9_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_001_G11_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_001_E3_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_001_A8_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_005_H3_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_005_G2_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_005_F11_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_005_F10_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_005_C9_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_005_B11_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_003_H5_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_003_G9_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_003_G4_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_003_G11_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_003_F7_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_003_F4_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_003_E4_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_003_E10_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_003_D2_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_003_D10_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_003_C9_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_003_C5_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_003_C10_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_003_B11_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_003_A9_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_002_H5_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_002_G3_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_002_F8_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_002_E12_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_002_B4_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_002_B2_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_002_A2_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_001_G1_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_001_F6_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_001_C9_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_001_C7_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_001_C4_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_001_B11_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_001_A7_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_156_001_B7_G,0.64,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_156_001_H8_G,0.84,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_156_001_G6_G,0.87,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_156_001_G9_G,0.95,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_155_001_H10_G,0.96,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_156_001_F7_G,0.97,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_001_D8_G,1.07,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_156_001_B8_G,1.12,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_001_G2_G,1.14,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_156_001_B10_G,1.17,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_003_F1_G,1.17,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_003_E8_G,1.28,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_156_001_A7_G,1.29,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_D6_G,1.3,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_156_001_A1_G,1.32,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_001_D2_G,1.33,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_003_A11_G,1.34,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_BR_131_M,1.35,broodstock,mother,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_C10_G,1.36,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_152_001_A7_G,1.36,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_001_D7_G,1.4,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_F10_G,1.43,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_156_001_D6_G,1.44,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_A4_G,1.45,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_005_G1_G,1.53,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_C4_G,1.57,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_001_D10_G,1.57,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_001_C3_G,1.57,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_152_001_F9_G,1.61,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_H4_G,1.63,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_005_B9_G,1.64,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_001_C3_G,1.65,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_C8_G,1.69,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_152_001_A5_G,1.7,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_001_C6_G,1.79,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_A6_G,1.88,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_152_001_D6_G,1.88,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_002_A11_G,1.88,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_G1_G,1.91,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_003_H6_G,1.94,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_002_A4_G,2.06,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_002_D12_G,2.09,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_152_001_F3_G,2.1,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_003_G1_G,2.18,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_002_G7_G,2.2,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_005_D5_G,2.27,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_002_D8_G,2.27,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_002_G8_G,2.37,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_003_G7_G,2.43,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_002_A10_G,2.45,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_001_B6_G,2.52,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_004_B4_G,2.62,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_003_F9_G,2.64,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_F1_G,2.66,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_002_B5_G,2.81,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_003_G11_G,2.86,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_005_B9_G,2.9,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_003_B8_G,2.92,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_005_C2_G,3.01,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_B2_G,3.02,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_BR_262_MP,3.03,broodstock,father,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_E9_G,3.11,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_156_001_D4_G,3.25,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_002_D4_G,3.49,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_003_G10_G,3.54,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_002_H10_G,3.58,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_152_001_E2_G,3.64,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_004_G7_G,3.64,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_003_D7_G,3.64,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_152_001_B11_G,3.93,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_002_C5_G,3.93,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_A2_G,3.95,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_002_F6_G,3.98,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_152_001_A12_G,4.03,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_001_H6_G,4.17,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_002_A7_G,4.27,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_003_B6_G,4.31,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_002_A6_G,4.42,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_H11_G,4.53,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_005_F1_G,4.62,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_002_H7_G,4.64,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_004_D10_G,4.92,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_002_E6_G,5.06,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_RD2_045_PL,5.57,larval,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_004_E4_G,5.62,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_RD3_028_PL,6.13,larval,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_RD3_005_PL,6.15,larval,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_RD3_010_PL,6.29,larval,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_RD3_037_PL,6.3,larval,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_RD3_045_PL,6.32,larval,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_RD3_018_PL,6.53,larval,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_002_A7_G,6.53,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_RD2_052_PL,6.55,larval,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_RD3_083_PL,6.93,larval,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_RD3_051_PL,6.93,larval,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_RD3_040_PL,7,larval,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_RD2_059_PL,7.01,larval,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_RD3_034_PL,7.04,larval,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_RD3_063_PL,7.08,larval,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_RD3_035_PL,7.17,larval,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_RD2_030_PL,7.3,larval,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_RD2_002_PL,7.38,larval,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_RD3_047_PL,7.54,larval,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_RD3_091_PL,7.55,larval,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_H8_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_H6_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_H5_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_H1_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_G11_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_F9_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_F7_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_F12_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_E8_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_E5_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_E1_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_D5_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_D1_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_C9_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_C5_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_C11_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_B8_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_B5_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_B11_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_157_001_B1_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_155_001_F9_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_155_001_E4_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_155_001_D9_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_155_001_B10_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_004_H9_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_004_H5_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_004_G6_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_004_G11_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_149_004_F3_G,0,pond,offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,61,23
201701,G1T1701_150_005_H5_G,0,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_150_005_F6_G,0,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_150_004_F12_G,0,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_150_003_F8_G,0,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_150_003_E6_G,0,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_150_003_C7_G,0,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_150_003_B2_G,0,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_150_003_A1_G,0,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_149_005_B7_G,0,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_BR_001_P,0.65,broodstock,father,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_155_001_C9_G,1.32,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_156_001_D2_G,1.42,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_150_001_A7_G,1.44,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_150_001_F4_G,1.7,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_150_001_E5_G,1.7,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_149_003_E6_G,1.78,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_149_001_C11_G,1.93,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_149_001_G10_G,2.02,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_150_002_F5_G,2.08,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_150_002_D10_G,2.13,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_BR_048_P,2.16,broodstock,mother,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_149_005_F2_G,2.31,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_149_002_H11_G,2.41,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_155_001_C11_G,2.48,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_150_002_E2_G,2.62,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_149_003_F12_G,2.93,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_150_001_E9_G,3.08,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_149_002_E5_G,3.11,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_149_003_B5_G,3.53,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_150_001_A4_G,4.02,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_150_001_G6_G,4.15,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_149_001_G9_G,4.18,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_150_005_B2_G,4.28,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_150_001_F11_G,4.73,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
201701,G1T1701_150_004_F3_G,5.01,pond,offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,62,24
